target,location,truth_date,year_week,value
hospital admissions,PT,2021-03-14,2021-W10,178
hospital admissions,PT,2021-03-07,2021-W09,805
hospital admissions,PT,2021-02-28,2021-W08,0
hospital admissions,PT,2021-02-21,2021-W07,0
hospital admissions,PT,2021-02-14,2021-W06,172
hospital admissions,PT,2021-02-07,2021-W05,844
hospital admissions,PT,2021-01-31,2021-W04,0
hospital admissions,PT,2021-01-24,2021-W03,0
hospital admissions,PT,2021-01-17,2021-W02,93
hospital admissions,PT,2021-01-10,2021-W01,227
hospital admissions,PT,2021-01-03,2020-W53,0
hospital admissions,PT,2020-12-27,2020-W52,0
hospital admissions,PT,2020-12-20,2020-W51,0
hospital admissions,PT,2020-12-13,2020-W50,117
hospital admissions,PT,2020-12-06,2020-W49,41
hospital admissions,PT,2020-11-29,2020-W48,0
hospital admissions,PT,2020-11-22,2020-W47,0
hospital admissions,PT,2020-11-15,2020-W46,149
hospital admissions,PT,2020-11-08,2020-W45,57
hospital admissions,PT,2020-11-01,2020-W44,0
hospital admissions,PT,2020-10-25,2020-W43,0
hospital admissions,PT,2020-10-18,2020-W42,54
hospital admissions,PT,2020-10-11,2020-W41,135
hospital admissions,PT,2020-10-04,2020-W40,39
hospital admissions,PT,2020-09-27,2020-W39,0
hospital admissions,PT,2020-09-20,2020-W38,0
hospital admissions,PT,2020-09-13,2020-W37,260
hospital admissions,PT,2020-09-06,2020-W36,56
hospital admissions,PT,2020-08-30,2020-W35,0
hospital admissions,PT,2020-08-23,2020-W34,0
hospital admissions,PT,2020-08-16,2020-W33,218
hospital admissions,PT,2020-08-09,2020-W32,111
hospital admissions,PT,2020-08-02,2020-W31,0
hospital admissions,PT,2020-07-26,2020-W30,0
hospital admissions,PT,2020-07-19,2020-W29,0
hospital admissions,PT,2020-07-12,2020-W28,325
hospital admissions,PT,2020-07-05,2020-W27,67
hospital admissions,PT,2020-06-28,2020-W26,0
hospital admissions,PT,2020-06-21,2020-W25,0
hospital admissions,RO,2022-01-09,2022-W01,31
hospital admissions,RO,2022-01-02,2021-W52,8
hospital admissions,RO,2021-12-26,2021-W51,1
hospital admissions,RO,2021-12-19,2021-W50,2
hospital admissions,RO,2021-12-12,2021-W49,1
hospital admissions,SK,2025-03-30,2025-W13,2
hospital admissions,SK,2025-03-23,2025-W12,1
hospital admissions,SK,2025-03-16,2025-W11,1
hospital admissions,SK,2025-03-09,2025-W10,3
hospital admissions,SK,2025-03-02,2025-W09,3
hospital admissions,SK,2025-02-23,2025-W08,4
hospital admissions,SK,2025-02-16,2025-W07,3
hospital admissions,SK,2025-02-09,2025-W06,2
hospital admissions,SK,2025-02-02,2025-W05,4
hospital admissions,SK,2025-01-26,2025-W04,8
hospital admissions,SK,2025-01-19,2025-W03,6
hospital admissions,SK,2025-01-12,2025-W02,14
hospital admissions,SK,2025-01-05,2025-W01,7
hospital admissions,SK,2024-12-29,2024-W52,13
hospital admissions,SK,2024-12-22,2024-W51,26
hospital admissions,SK,2024-12-15,2024-W50,16
hospital admissions,SK,2024-12-08,2024-W49,20
hospital admissions,SK,2024-12-01,2024-W48,31
hospital admissions,SK,2024-11-24,2024-W47,42
hospital admissions,SK,2024-11-17,2024-W46,29
hospital admissions,SK,2024-11-10,2024-W45,50
hospital admissions,SK,2024-11-03,2024-W44,42
hospital admissions,SK,2024-10-27,2024-W43,81
hospital admissions,SK,2024-10-20,2024-W42,71
hospital admissions,SK,2024-10-13,2024-W41,89
hospital admissions,SK,2024-10-06,2024-W40,110
hospital admissions,SK,2024-09-29,2024-W39,78
hospital admissions,SK,2024-09-22,2024-W38,76
hospital admissions,SK,2024-09-15,2024-W37,72
hospital admissions,SK,2024-09-08,2024-W36,57
hospital admissions,SK,2024-09-01,2024-W35,47
hospital admissions,SK,2024-08-25,2024-W34,60
hospital admissions,SK,2024-08-18,2024-W33,41
hospital admissions,SK,2024-08-11,2024-W32,36
hospital admissions,SK,2024-08-04,2024-W31,36
hospital admissions,SK,2024-07-28,2024-W30,22
hospital admissions,SK,2024-07-21,2024-W29,17
hospital admissions,SK,2024-07-14,2024-W28,9
hospital admissions,SK,2024-07-07,2024-W27,4
hospital admissions,SK,2024-06-30,2024-W26,2
hospital admissions,SK,2024-06-23,2024-W25,4
hospital admissions,SK,2024-06-16,2024-W24,2
hospital admissions,SK,2024-06-09,2024-W23,2
hospital admissions,SK,2024-06-02,2024-W22,3
hospital admissions,SK,2024-05-26,2024-W21,4
hospital admissions,SK,2024-05-19,2024-W20,4
hospital admissions,SK,2024-05-05,2024-W18,1
hospital admissions,SK,2024-04-28,2024-W17,4
hospital admissions,SK,2024-04-21,2024-W16,1
hospital admissions,SK,2024-04-14,2024-W15,6
hospital admissions,SK,2024-04-07,2024-W14,8
hospital admissions,SK,2024-03-31,2024-W13,4
hospital admissions,SK,2024-03-24,2024-W12,6
hospital admissions,SK,2024-03-17,2024-W11,4
hospital admissions,SK,2024-03-10,2024-W10,18
hospital admissions,SK,2024-03-03,2024-W09,28
hospital admissions,SK,2024-02-25,2024-W08,27
hospital admissions,SK,2024-02-18,2024-W07,32
hospital admissions,SK,2024-02-11,2024-W06,53
hospital admissions,SK,2024-02-04,2024-W05,69
hospital admissions,SK,2024-01-28,2024-W04,118
hospital admissions,SK,2024-01-21,2024-W03,113
hospital admissions,SK,2024-01-14,2024-W02,167
hospital admissions,SK,2024-01-07,2024-W01,166
hospital admissions,SK,2023-12-31,2023-W52,179
hospital admissions,SK,2023-12-24,2023-W51,267
hospital admissions,SK,2023-12-17,2023-W50,405
hospital admissions,SK,2023-12-10,2023-W49,325
hospital admissions,SK,2023-12-03,2023-W48,311
hospital admissions,SK,2023-11-26,2023-W47,228
hospital admissions,SK,2023-11-19,2023-W46,166
hospital admissions,SK,2023-11-12,2023-W45,168
hospital admissions,SK,2023-11-05,2023-W44,161
hospital admissions,SK,2023-10-29,2023-W43,176
hospital admissions,SK,2023-10-22,2023-W42,177
hospital admissions,SK,2023-10-15,2023-W41,139
hospital admissions,SK,2023-10-08,2023-W40,109
hospital admissions,SK,2023-10-01,2023-W39,121
hospital admissions,SK,2023-09-24,2023-W38,90
hospital admissions,SK,2023-09-17,2023-W37,48
hospital admissions,SK,2023-09-10,2023-W36,39
hospital admissions,SK,2023-09-03,2023-W35,24
hospital admissions,SK,2023-08-27,2023-W34,24
hospital admissions,SK,2023-08-20,2023-W33,13
hospital admissions,SK,2023-08-13,2023-W32,8
hospital admissions,SK,2023-08-06,2023-W31,6
hospital admissions,SK,2023-07-30,2023-W30,6
hospital admissions,SK,2023-07-23,2023-W29,7
hospital admissions,SK,2023-07-16,2023-W28,15
hospital admissions,SK,2023-07-09,2023-W27,6
hospital admissions,SK,2023-07-02,2023-W26,8
hospital admissions,SK,2023-06-25,2023-W25,19
hospital admissions,SK,2023-06-18,2023-W24,26
hospital admissions,SK,2023-06-11,2023-W23,19
hospital admissions,SK,2023-06-04,2023-W22,32
hospital admissions,SK,2023-05-28,2023-W21,41
hospital admissions,SK,2023-05-21,2023-W20,42
hospital admissions,SK,2023-05-14,2023-W19,67
hospital admissions,SK,2023-05-07,2023-W18,77
hospital admissions,SK,2023-04-30,2023-W17,102
hospital admissions,SK,2023-04-23,2023-W16,134
hospital admissions,SK,2023-04-16,2023-W15,192
hospital admissions,SK,2023-04-09,2023-W14,151
hospital admissions,SK,2023-04-02,2023-W13,221
hospital admissions,SK,2023-03-26,2023-W12,270
hospital admissions,SK,2023-03-19,2023-W11,308
hospital admissions,SK,2023-03-12,2023-W10,381
hospital admissions,SK,2023-03-05,2023-W09,345
hospital admissions,SK,2023-02-26,2023-W08,265
hospital admissions,SK,2023-02-19,2023-W07,295
hospital admissions,SK,2023-02-12,2023-W06,283
hospital admissions,SK,2023-02-05,2023-W05,181
hospital admissions,SK,2023-01-29,2023-W04,127
hospital admissions,SK,2023-01-22,2023-W03,148
hospital admissions,SK,2023-01-15,2023-W02,159
hospital admissions,SK,2023-01-08,2023-W01,155
hospital admissions,SK,2023-01-01,2022-W52,232
hospital admissions,SK,2022-12-25,2022-W51,239
hospital admissions,SK,2022-12-18,2022-W50,250
hospital admissions,SK,2022-12-11,2022-W49,317
hospital admissions,SK,2022-12-04,2022-W48,248
hospital admissions,SK,2022-11-27,2022-W47,171
hospital admissions,SK,2022-11-20,2022-W46,170
hospital admissions,SK,2022-11-13,2022-W45,184
hospital admissions,SK,2022-11-06,2022-W44,265
hospital admissions,SK,2022-10-30,2022-W43,312
hospital admissions,SK,2022-10-23,2022-W42,366
hospital admissions,SK,2022-10-16,2022-W41,468
hospital admissions,SK,2022-10-09,2022-W40,524
hospital admissions,SK,2022-10-02,2022-W39,564
hospital admissions,SK,2022-09-25,2022-W38,319
hospital admissions,SK,2022-09-18,2022-W37,222
hospital admissions,SK,2022-09-11,2022-W36,183
hospital admissions,SK,2022-09-04,2022-W35,191
hospital admissions,SK,2022-08-28,2022-W34,244
hospital admissions,SK,2022-08-21,2022-W33,271
hospital admissions,SK,2022-08-14,2022-W32,281
hospital admissions,SK,2022-08-07,2022-W31,300
hospital admissions,SK,2022-07-31,2022-W30,420
hospital admissions,SK,2022-07-24,2022-W29,370
hospital admissions,SK,2022-07-17,2022-W28,239
hospital admissions,SK,2022-07-10,2022-W27,163
hospital admissions,SK,2022-07-03,2022-W26,155
hospital admissions,SK,2022-06-26,2022-W25,157
hospital admissions,SK,2022-06-19,2022-W24,73
hospital admissions,SK,2022-06-12,2022-W23,50
hospital admissions,SK,2022-06-05,2022-W22,54
hospital admissions,SK,2022-05-29,2022-W21,49
hospital admissions,SK,2022-05-22,2022-W20,65
hospital admissions,SK,2022-05-15,2022-W19,115
hospital admissions,SK,2022-05-08,2022-W18,157
hospital admissions,SK,2022-05-01,2022-W17,289
hospital admissions,SK,2022-04-24,2022-W16,331
hospital admissions,SK,2022-04-17,2022-W15,299
hospital admissions,SK,2022-04-10,2022-W14,587
hospital admissions,SK,2022-04-03,2022-W13,725
hospital admissions,SK,2022-03-27,2022-W12,830
hospital admissions,SK,2022-03-20,2022-W11,922
hospital admissions,SK,2022-03-13,2022-W10,877
hospital admissions,SK,2022-03-06,2022-W09,940
hospital admissions,SK,2022-02-27,2022-W08,1048
hospital admissions,SK,2022-02-20,2022-W07,1204
hospital admissions,SK,2022-02-13,2022-W06,1091
hospital admissions,SK,2022-02-06,2022-W05,1019
hospital admissions,SK,2022-01-30,2022-W04,669
hospital admissions,SK,2022-01-23,2022-W03,414
hospital admissions,SK,2022-01-16,2022-W02,390
hospital admissions,SK,2022-01-09,2022-W01,505
hospital admissions,SK,2022-01-02,2021-W52,663
hospital admissions,SK,2021-12-26,2021-W51,672
hospital admissions,SK,2021-12-19,2021-W50,943
hospital admissions,SK,2021-12-12,2021-W49,1145
hospital admissions,SK,2021-12-05,2021-W48,1312
hospital admissions,SK,2021-11-28,2021-W47,1385
hospital admissions,SK,2021-11-21,2021-W46,1361
hospital admissions,SK,2021-11-14,2021-W45,1220
hospital admissions,SK,2021-11-07,2021-W44,1132
hospital admissions,SK,2021-10-31,2021-W43,902
hospital admissions,SK,2021-10-24,2021-W42,618
hospital admissions,SK,2021-10-17,2021-W41,458
hospital admissions,SK,2021-10-10,2021-W40,374
hospital admissions,SK,2021-10-03,2021-W39,372
hospital admissions,SK,2021-09-26,2021-W38,291
hospital admissions,SK,2021-09-19,2021-W37,191
hospital admissions,SK,2021-09-12,2021-W36,156
hospital admissions,SK,2021-09-05,2021-W35,67
hospital admissions,SK,2021-08-29,2021-W34,30
hospital admissions,SK,2021-08-22,2021-W33,23
hospital admissions,SK,2021-08-15,2021-W32,22
hospital admissions,SK,2021-08-08,2021-W31,16
hospital admissions,SK,2021-08-01,2021-W30,20
hospital admissions,SK,2021-07-25,2021-W29,10
hospital admissions,SK,2021-07-18,2021-W28,14
hospital admissions,SK,2021-07-11,2021-W27,13
hospital admissions,SK,2021-07-04,2021-W26,17
hospital admissions,SK,2021-06-27,2021-W25,29
hospital admissions,SK,2021-06-20,2021-W24,65
hospital admissions,SK,2021-06-13,2021-W23,76
hospital admissions,SK,2021-06-06,2021-W22,100
hospital admissions,SK,2021-05-30,2021-W21,116
hospital admissions,SK,2021-05-23,2021-W20,132
hospital admissions,SK,2021-05-16,2021-W19,208
hospital admissions,SK,2021-05-09,2021-W18,223
hospital admissions,SK,2021-05-02,2021-W17,304
hospital admissions,SK,2021-04-25,2021-W16,377
hospital admissions,SK,2021-04-18,2021-W15,470
hospital admissions,SK,2021-04-11,2021-W14,563
hospital admissions,SK,2021-04-04,2021-W13,684
hospital admissions,SK,2021-03-28,2021-W12,836
hospital admissions,SK,2021-03-21,2021-W11,902
hospital admissions,SK,2021-03-14,2021-W10,1058
hospital admissions,SK,2021-03-07,2021-W09,1180
hospital admissions,SK,2021-02-28,2021-W08,1203
hospital admissions,SK,2021-02-21,2021-W07,1225
hospital admissions,SK,2021-02-14,2021-W06,1126
hospital admissions,SK,2021-02-07,2021-W05,1076
hospital admissions,SK,2021-01-31,2021-W04,1077
hospital admissions,SK,2021-01-24,2021-W03,1165
hospital admissions,SK,2021-01-17,2021-W02,1129
hospital admissions,SK,2021-01-10,2021-W01,1094
hospital admissions,SK,2021-01-03,2020-W53,1065
hospital admissions,SK,2020-12-27,2020-W52,853
hospital admissions,SK,2020-12-20,2020-W51,1005
hospital admissions,SK,2020-12-13,2020-W50,949
hospital admissions,SK,2020-12-06,2020-W49,812
hospital admissions,SK,2020-11-29,2020-W48,810
hospital admissions,SK,2020-11-22,2020-W47,723
hospital admissions,SK,2020-11-15,2020-W46,635
hospital admissions,SK,2020-11-08,2020-W45,786
hospital admissions,SK,2020-11-01,2020-W44,879
hospital admissions,SK,2020-10-25,2020-W43,778
hospital admissions,SK,2020-10-18,2020-W42,460
hospital admissions,SK,2020-10-11,2020-W41,300
hospital admissions,SK,2020-10-04,2020-W40,241
hospital admissions,SK,2020-09-27,2020-W39,164
hospital admissions,SK,2020-09-20,2020-W38,78
hospital admissions,SK,2020-09-13,2020-W37,55
hospital admissions,SK,2020-09-06,2020-W36,60
hospital admissions,SK,2020-08-30,2020-W35,43
hospital admissions,SK,2020-08-23,2020-W34,19
hospital admissions,SK,2020-08-16,2020-W33,24
hospital admissions,SK,2020-08-09,2020-W32,18
hospital admissions,SK,2020-08-02,2020-W31,15
hospital admissions,SK,2020-07-26,2020-W30,11
hospital admissions,SK,2020-07-19,2020-W29,10
hospital admissions,SK,2020-07-12,2020-W28,3
hospital admissions,SK,2020-07-05,2020-W27,4
hospital admissions,SK,2020-06-28,2020-W26,6
hospital admissions,SK,2020-06-21,2020-W25,2
hospital admissions,SI,2022-09-25,2022-W38,37
hospital admissions,SI,2022-09-18,2022-W37,57
hospital admissions,SI,2022-09-11,2022-W36,43
hospital admissions,SI,2022-09-04,2022-W35,47
hospital admissions,SI,2022-08-28,2022-W34,60
hospital admissions,SI,2022-08-21,2022-W33,65
hospital admissions,SI,2022-08-14,2022-W32,68
hospital admissions,SI,2022-08-07,2022-W31,67
hospital admissions,SI,2022-07-31,2022-W30,80
hospital admissions,SI,2022-07-24,2022-W29,92
hospital admissions,SI,2022-07-17,2022-W28,68
hospital admissions,SI,2022-07-10,2022-W27,57
hospital admissions,SI,2022-07-03,2022-W26,45
hospital admissions,SI,2022-06-26,2022-W25,20
hospital admissions,SI,2022-06-19,2022-W24,17
hospital admissions,SI,2022-06-12,2022-W23,9
hospital admissions,SI,2022-06-05,2022-W22,11
hospital admissions,SI,2022-05-29,2022-W21,12
hospital admissions,SI,2022-05-22,2022-W20,16
hospital admissions,SI,2022-05-15,2022-W19,17
hospital admissions,SI,2022-05-08,2022-W18,37
hospital admissions,SI,2022-05-01,2022-W17,52
hospital admissions,SI,2022-04-24,2022-W16,55
hospital admissions,SI,2022-04-17,2022-W15,60
hospital admissions,SI,2022-04-10,2022-W14,96
hospital admissions,SI,2022-04-03,2022-W13,103
hospital admissions,SI,2022-03-27,2022-W12,106
hospital admissions,SI,2022-03-20,2022-W11,94
hospital admissions,SI,2022-03-13,2022-W10,96
hospital admissions,SI,2022-03-06,2022-W09,114
hospital admissions,SI,2022-02-27,2022-W08,138
hospital admissions,SI,2022-02-20,2022-W07,245
hospital admissions,SI,2022-02-13,2022-W06,324
hospital admissions,SI,2022-02-06,2022-W05,361
hospital admissions,SI,2022-01-30,2022-W04,403
hospital admissions,SI,2022-01-23,2022-W03,298
hospital admissions,SI,2022-01-16,2022-W02,225
hospital admissions,SI,2022-01-09,2022-W01,219
hospital admissions,SI,2022-01-02,2021-W52,265
hospital admissions,SI,2021-12-26,2021-W51,252
hospital admissions,SI,2021-12-19,2021-W50,251
hospital admissions,SI,2021-12-12,2021-W49,265
hospital admissions,SI,2021-12-05,2021-W48,389
hospital admissions,SI,2021-11-28,2021-W47,507
hospital admissions,SI,2021-11-21,2021-W46,576
hospital admissions,SI,2021-11-14,2021-W45,601
hospital admissions,SI,2021-11-07,2021-W44,584
hospital admissions,SI,2021-10-31,2021-W43,473
hospital admissions,SI,2021-10-24,2021-W42,341
hospital admissions,SI,2021-10-17,2021-W41,199
hospital admissions,SI,2021-10-10,2021-W40,188
hospital admissions,SI,2021-10-03,2021-W39,212
hospital admissions,SI,2021-09-26,2021-W38,211
hospital admissions,SI,2021-09-19,2021-W37,223
hospital admissions,SI,2021-09-12,2021-W36,213
hospital admissions,SI,2021-09-05,2021-W35,153
hospital admissions,SI,2021-08-29,2021-W34,118
hospital admissions,SI,2021-08-22,2021-W33,71
hospital admissions,SI,2021-08-15,2021-W32,34
hospital admissions,SI,2021-08-08,2021-W31,19
hospital admissions,SI,2021-08-01,2021-W30,16
hospital admissions,SI,2021-07-25,2021-W29,5
hospital admissions,SI,2021-07-18,2021-W28,5
hospital admissions,SI,2021-07-11,2021-W27,4
hospital admissions,SI,2021-07-04,2021-W26,10
hospital admissions,SI,2021-06-27,2021-W25,12
hospital admissions,SI,2021-06-20,2021-W24,25
hospital admissions,SI,2021-06-13,2021-W23,35
hospital admissions,SI,2021-06-06,2021-W22,70
hospital admissions,SI,2021-05-30,2021-W21,82
hospital admissions,SI,2021-05-23,2021-W20,88
hospital admissions,SI,2021-05-16,2021-W19,150
hospital admissions,SI,2021-05-09,2021-W18,173
hospital admissions,SI,2021-05-02,2021-W17,221
hospital admissions,SI,2021-04-25,2021-W16,247
hospital admissions,SI,2021-04-18,2021-W15,294
hospital admissions,SI,2021-04-11,2021-W14,323
hospital admissions,SI,2021-04-04,2021-W13,297
hospital admissions,SI,2021-03-28,2021-W12,274
hospital admissions,SI,2021-03-21,2021-W11,255
hospital admissions,SI,2021-03-14,2021-W10,175
hospital admissions,SI,2021-03-07,2021-W09,176
hospital admissions,SI,2021-02-28,2021-W08,80
hospital admissions,SI,2021-02-21,2021-W07,14
hospital admissions,ES,2023-07-02,2023-W26,153
hospital admissions,ES,2023-06-25,2023-W25,516
hospital admissions,ES,2023-06-18,2023-W24,647
hospital admissions,ES,2023-06-11,2023-W23,864
hospital admissions,ES,2023-06-04,2023-W22,1160
hospital admissions,ES,2023-05-28,2023-W21,1258
hospital admissions,ES,2023-05-21,2023-W20,1292
hospital admissions,ES,2023-05-14,2023-W19,1355
hospital admissions,ES,2023-05-07,2023-W18,1347
hospital admissions,ES,2023-04-30,2023-W17,1408
hospital admissions,ES,2023-04-23,2023-W16,1380
hospital admissions,ES,2023-04-16,2023-W15,1510
hospital admissions,ES,2023-04-09,2023-W14,1183
hospital admissions,ES,2023-04-02,2023-W13,1178
hospital admissions,ES,2023-03-26,2023-W12,1190
hospital admissions,ES,2023-03-19,2023-W11,1168
hospital admissions,ES,2023-03-12,2023-W10,1359
hospital admissions,ES,2023-03-05,2023-W09,1210
hospital admissions,ES,2023-02-26,2023-W08,1181
hospital admissions,ES,2023-02-19,2023-W07,1083
hospital admissions,ES,2023-02-12,2023-W06,1090
hospital admissions,ES,2023-02-05,2023-W05,1050
hospital admissions,ES,2023-01-29,2023-W04,1102
hospital admissions,ES,2023-01-22,2023-W03,1342
hospital admissions,ES,2023-01-15,2023-W02,1869
hospital admissions,ES,2023-01-08,2023-W01,2099
hospital admissions,ES,2023-01-01,2022-W52,2100
hospital admissions,ES,2022-12-25,2022-W51,2074
hospital admissions,ES,2022-12-18,2022-W50,2350
hospital admissions,ES,2022-12-11,2022-W49,2286
hospital admissions,ES,2022-12-04,2022-W48,2191
hospital admissions,ES,2022-11-27,2022-W47,2018
hospital admissions,ES,2022-11-20,2022-W46,2082
hospital admissions,ES,2022-11-13,2022-W45,2015
hospital admissions,ES,2022-11-06,2022-W44,1777
hospital admissions,ES,2022-10-30,2022-W43,1964
hospital admissions,ES,2022-10-23,2022-W42,1999
hospital admissions,ES,2022-10-16,2022-W41,2091
